ContentID,ContentType,Campaign,Likes,Date,Views,Clicks
CNT-10946,SOCIAL MEDIA,Campaign_Summer_Boost,6462,2024-02-11,110168,23069
CNT-10947,VIDEO,Campaign_Q1_Launch,5762,2023-09-09,99649,23050
CNT-10948,BLOG,Campaign_Q1_Launch,5249,2023-10-13,72474,14649
CNT-10949,SOCIAL MEDIA,Campaign_Q4_Holiday,10839,2024-06-06,149993,31772
CNT-10950,VIDEO,Campaign_Spring_Sale,1156,2024-01-26,18978,3909
CNT-10951,SOCIAL MEDIA,Campaign_Spring_Sale,8613,2023-05-26,112112,24648
CNT-10952,NEWSLETTER,Campaign_Q4_Holiday,3303,2023-08-30,57790,10883
CNT-10953,VIDEO,Campaign_Spring_Sale,11812,2023-05-06,138210,27701
CNT-10954,SOCIAL MEDIA,Campaign_Summer_Boost,7197,2024-07-28,103923,22664
CNT-10955,VIDEO,Campaign_Spring_Sale,2396,2024-04-10,50180,11724
CNT-10956,NEWSLETTER,Campaign_Q1_Launch,1539,2024-01-07,22008,4516
CNT-10957,VIDEO,Campaign_Spring_Sale,8760,2023-10-01,116338,25551
CNT-10958,NEWSLETTER,Campaign_Spring_Sale,6556,2024-10-19,110618,24337
CNT-10959,BLOG,Campaign_Spring_Sale,1580,2023-09-02,34195,6217
CNT-10960,VIDEO,Campaign_Q4_Holiday,12510,2024-10-14,126922,30204
CNT-10961,VIDEO,Campaign_Q4_Holiday,12069,2023-09-21,125632,27436
CNT-10962,NEWSLETTER,Campaign_Q4_Holiday,4304,2023-04-10,50584,11384
CNT-10963,VIDEO,Campaign_Q1_Launch,4286,2023-09-14,92404,16641
CNT-10964,SOCIAL MEDIA,Campaign_Q4_Holiday,4901,2024-10-19,60460,12313
CNT-10965,NEWSLETTER,Campaign_Q4_Holiday,12319,2024-10-21,139696,31732
CNT-10966,SOCIAL MEDIA,Campaign_Spring_Sale,4720,2024-08-28,89056,16791
CNT-10967,SOCIAL MEDIA,Campaign_Spring_Sale,2845,2024-05-19,50109,9812
CNT-10968,NEWSLETTER,Campaign_Q4_Holiday,3412,2024-04-01,62568,12974
CNT-10969,BLOG,Campaign_Q1_Launch,5087,2024-06-17,58215,13954
CNT-10970,BLOG,Campaign_Spring_Sale,3164,2024-06-22,39440,7335
CNT-10971,BLOG,Campaign_Q4_Holiday,1376,2024-06-27,24134,4673
CNT-10972,SOCIAL MEDIA,Campaign_Q4_Holiday,9934,2023-11-01,143237,30440
CNT-10973,SOCIAL MEDIA,Campaign_Q1_Launch,7928,2024-10-02,89805,18654
CNT-10974,SOCIAL MEDIA,Campaign_Summer_Boost,9279,2024-05-01,146850,33407
CNT-10975,VIDEO,Campaign_Q4_Holiday,4270,2023-12-15,79078,17472
CNT-10976,SOCIAL MEDIA,Campaign_Spring_Sale,2455,2023-11-21,29305,5539
CNT-10977,BLOG,Campaign_Q4_Holiday,3171,2024-12-21,36289,8387
CNT-10978,NEWSLETTER,Campaign_Summer_Boost,8596,2024-04-08,122874,27618
CNT-10979,VIDEO,Campaign_Q4_Holiday,6158,2023-03-22,71426,15931
CNT-10980,SOCIAL MEDIA,Campaign_Summer_Boost,5831,2024-08-22,91172,20679
CNT-10981,SOCIAL MEDIA,Campaign_Q1_Launch,2850,2024-03-24,45085,10042
CNT-10982,SOCIAL MEDIA,Campaign_Spring_Sale,5165,2024-09-25,102081,24261
CNT-10983,BLOG,Campaign_Q4_Holiday,5104,2023-05-21,71036,14893
CNT-10984,NEWSLETTER,Campaign_Spring_Sale,11977,2023-12-28,147430,34633
CNT-10985,BLOG,Campaign_Q4_Holiday,11050,2024-07-21,136835,29311
CNT-10986,SOCIAL MEDIA,Campaign_Spring_Sale,1408,2023-05-07,20328,3712
CNT-10987,VIDEO,Campaign_Q1_Launch,2225,2024-02-22,40537,9102
CNT-10988,NEWSLETTER,Campaign_Q1_Launch,5013,2024-05-15,118576,22639
CNT-10989,BLOG,Campaign_Summer_Boost,2916,2023-02-13,43227,8437
CNT-10990,NEWSLETTER,Campaign_Q4_Holiday,3516,2023-01-15,40730,8877
CNT-10991,VIDEO,Campaign_Q1_Launch,5307,2024-12-12,84512,18412
CNT-10992,NEWSLETTER,Campaign_Spring_Sale,3992,2024-11-20,86538,16390
CNT-10993,BLOG,Campaign_Q4_Holiday,9239,2024-09-26,126028,25328
CNT-10994,BLOG,Campaign_Spring_Sale,1815,2024-04-12,26763,6342
CNT-10995,VIDEO,Campaign_Q4_Holiday,2701,2024-10-30,55707,12510
CNT-10996,SOCIAL MEDIA,Campaign_Summer_Boost,4021,2023-08-26,68915,15542
CNT-10997,NEWSLETTER,Campaign_Q4_Holiday,9204,2024-05-24,112816,24879
CNT-10998,NEWSLETTER,Campaign_Spring_Sale,7499,2023-05-14,80717,18903
CNT-10999,NEWSLETTER,Campaign_Summer_Boost,7094,2023-03-13,141381,28185
CNT-11000,VIDEO,Campaign_Summer_Boost,7400,2024-04-26,129715,28012
