JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
3866,166,4,22-03-2023,CLICK,CLICKED,77.16
3867,161,8,06-12-2024,CLICK,CLICKED,25.18
3868,96,18,21-04-2023,IMPRESSIONS,VIEWED,22.69
3869,198,4,24-05-2023,CART,ADDED TO CART,129.65
3870,192,14,20-06-2023,CART,ADDED TO CART,135.96
3871,89,14,30-01-2023,CLICK,CLICKED,44.42
3872,8,19,28-09-2024,CHECKOUT,ABANDONED,
3873,293,8,27-03-2023,CLICK,CLICKED,16.51
3874,121,20,04-09-2024,IMPRESSIONS,VIEWED,34.79
3875,31,10,10-12-2023,IMPRESSIONS,VIEWED,41.71
3876,65,14,27-03-2024,IMPRESSIONS,VIEWED,43.09
3877,111,9,23-08-2023,CART,ADDED TO CART,67.03
3878,177,3,04-11-2024,IMPRESSIONS,VIEWED,10.81
3879,125,13,01-11-2023,IMPRESSIONS,VIEWED,36.42
3880,122,4,10-09-2023,IMPRESSIONS,VIEWED,35.68
3881,227,13,22-04-2024,IMPRESSIONS,VIEWED,33.73
3882,150,19,25-01-2023,CART,ADDED TO CART,53.29
3883,44,17,25-12-2024,IMPRESSIONS,VIEWED,22.44
3884,191,8,28-03-2023,DROP-OFF,ABANDONED,
3885,81,19,10-05-2024,CLICK,CLICKED,16.18
3886,76,19,28-04-2023,CHECKOUT,ABANDONED,
3887,65,13,14-12-2023,CART,ADDED TO CART,55.64
3888,83,17,25-04-2023,CART,ADDED TO CART,112.24
3889,43,2,30-05-2024,CLICK,CLICKED,22.35
3890,282,8,11-02-2024,CLICK,CLICKED,48.2
3891,236,14,10-05-2024,IMPRESSIONS,VIEWED,10.48
3892,264,15,14-05-2024,IMPRESSIONS,VIEWED,39.02
3893,42,12,21-07-2023,IMPRESSIONS,VIEWED,7.04
3894,91,1,15-05-2023,CART,ADDED TO CART,119.09
3895,267,8,27-07-2024,CLICK,CLICKED,70.86
3896,159,12,26-02-2023,IMPRESSIONS,VIEWED,23.1
3897,204,2,01-09-2023,CLICK,CLICKED,15.64
3898,106,9,22-02-2024,CLICK,CLICKED,37.32
3899,36,18,29-12-2024,CART,ADDED TO CART,124.66
3900,278,17,09-04-2023,IMPRESSIONS,VIEWED,22.86
3901,37,2,18-11-2023,IMPRESSIONS,VIEWED,20.01
3902,52,18,14-11-2023,IMPRESSIONS,VIEWED,14.4
3903,281,6,06-01-2024,CART,ADDED TO CART,33.78
3904,282,7,02-12-2024,CART,ADDED TO CART,92.76
3905,211,8,01-03-2024,CART,ADDED TO CART,94.5
3906,45,16,09-09-2023,CART,ADDED TO CART,85.9
3907,262,19,24-12-2024,IMPRESSIONS,VIEWED,24.29
3908,24,2,24-01-2023,IMPRESSIONS,VIEWED,32.95
3909,52,2,30-04-2024,CHECKOUT,ABANDONED,
3910,59,14,05-09-2023,IMPRESSIONS,VIEWED,36.78
3911,273,20,25-11-2023,IMPRESSIONS,VIEWED,5.26
3912,191,3,23-04-2023,DROP-OFF,ABANDONED,
3913,42,20,29-09-2023,CART,ADDED TO CART,73.42
3914,187,14,12-09-2024,CLICK,CLICKED,40.38
3915,59,20,10-07-2023,CLICK,CLICKED,32.72
3916,229,4,05-12-2024,CART,ADDED TO CART,120.01
3917,218,8,21-08-2024,IMPRESSIONS,VIEWED,34.69
3918,196,15,10-07-2024,IMPRESSIONS,VIEWED,19.54
3919,107,15,11-04-2023,IMPRESSIONS,VIEWED,37.93
3920,24,6,24-05-2023,IMPRESSIONS,VIEWED,43.46
3921,155,10,05-02-2024,CHECKOUT,ABANDONED,
3922,254,14,29-07-2023,CART,ADDED TO CART,65.62
3923,57,3,13-04-2024,IMPRESSIONS,VIEWED,11.96
3924,53,12,10-07-2023,IMPRESSIONS,VIEWED,29.04
3925,273,14,01-08-2023,CHECKOUT,ABANDONED,
3926,135,16,28-01-2023,CART,ADDED TO CART,67.58
3927,276,19,01-02-2024,CLICK,CLICKED,31.23
3928,283,18,25-08-2023,IMPRESSIONS,VIEWED,24.46
3929,117,13,21-08-2023,CLICK,CLICKED,58.25
3930,93,5,24-12-2024,CHECKOUT,PURCHASED,213.64
3931,86,16,01-03-2023,IMPRESSIONS,VIEWED,7.58
3932,136,2,22-01-2024,CART,ADDED TO CART,99.48
3933,42,18,07-04-2024,IMPRESSIONS,VIEWED,24.19
3934,266,7,21-01-2023,IMPRESSIONS,VIEWED,32.86
3935,206,2,06-05-2024,IMPRESSIONS,VIEWED,38.31
3936,245,10,18-08-2024,CLICK,CLICKED,27.09
3937,70,4,17-05-2024,IMPRESSIONS,VIEWED,36.62
3938,214,12,13-06-2024,CART,ADDED TO CART,149.39
3939,5,14,20-03-2023,CLICK,CLICKED,79.62
3940,49,14,24-07-2023,CART,ADDED TO CART,101.57
3941,188,12,04-04-2024,CART,ADDED TO CART,42.4
3942,157,20,25-02-2024,IMPRESSIONS,VIEWED,27.96
3943,109,17,07-12-2024,CLICK,CLICKED,54.78
3944,86,2,27-04-2023,CART,ADDED TO CART,89.95
3945,219,16,23-12-2023,IMPRESSIONS,VIEWED,20.56
3946,100,14,04-05-2023,CART,ADDED TO CART,39.23
3947,270,11,02-10-2023,CLICK,CLICKED,66.69
3948,29,8,02-05-2024,CLICK,CLICKED,42.87
3949,171,17,19-08-2023,IMPRESSIONS,VIEWED,32.2
3950,281,4,06-06-2023,CLICK,CLICKED,60.28
3951,79,5,26-11-2023,CART,ADDED TO CART,42.7
3952,140,3,06-09-2024,CLICK,CLICKED,56.82
3953,35,9,20-05-2024,CHECKOUT,ABANDONED,
3954,55,6,24-12-2024,IMPRESSIONS,VIEWED,32.85
3955,203,8,08-08-2024,CLICK,CLICKED,22.33
3956,107,18,15-09-2023,IMPRESSIONS,VIEWED,20.58
3957,27,20,06-09-2023,IMPRESSIONS,VIEWED,25.85
3958,173,20,17-02-2023,CLICK,CLICKED,42.18
3959,297,18,20-04-2024,IMPRESSIONS,VIEWED,27.5
3960,91,4,16-04-2024,CLICK,CLICKED,63.81
3961,48,14,15-02-2024,CLICK,CLICKED,31.18
3962,241,7,15-03-2024,CLICK,CLICKED,24.08
3963,116,10,12-01-2023,CLICK,CLICKED,24.95
3964,88,6,04-10-2023,IMPRESSIONS,VIEWED,21.47
3965,126,6,29-08-2023,IMPRESSIONS,VIEWED,8.77
3966,279,4,26-10-2024,CART,ADDED TO CART,62.21
3967,152,18,05-10-2023,IMPRESSIONS,VIEWED,32.73
3968,126,12,08-01-2023,CLICK,CLICKED,45.85
3969,47,4,15-11-2024,CART,ADDED TO CART,108.88
3970,173,14,08-10-2023,IMPRESSIONS,VIEWED,17.36
3971,180,7,27-09-2024,CLICK,CLICKED,50.06
3972,164,10,13-10-2024,IMPRESSIONS,VIEWED,32.38
3973,29,17,03-07-2023,IMPRESSIONS,VIEWED,6.09
3974,103,11,28-01-2024,IMPRESSIONS,VIEWED,34.97
3975,90,2,11-10-2024,CHECKOUT,PURCHASED,167.47
3976,196,14,20-08-2024,CLICK,CLICKED,73.15
3977,292,12,28-08-2023,IMPRESSIONS,VIEWED,27.75
3978,48,3,02-10-2024,CART,ADDED TO CART,103.06
3979,9,20,25-08-2023,CART,ADDED TO CART,45.22
3980,77,10,03-01-2023,IMPRESSIONS,VIEWED,15.81
3981,98,7,04-11-2023,CLICK,CLICKED,34.3
3982,242,12,15-04-2023,DROP-OFF,ABANDONED,
3983,270,13,22-03-2024,CHECKOUT,ABANDONED,
3984,20,17,21-03-2024,CART,ADDED TO CART,127.43
3985,90,10,13-09-2023,CART,ADDED TO CART,76.05
3986,69,18,04-12-2023,IMPRESSIONS,VIEWED,13.17
3987,12,19,22-12-2023,IMPRESSIONS,VIEWED,40.17
3988,246,1,12-09-2023,CLICK,CLICKED,39.51
3989,166,20,09-04-2023,CART,ADDED TO CART,78.58
3990,23,9,13-04-2024,IMPRESSIONS,VIEWED,6.51
3991,175,9,20-05-2023,CLICK,CLICKED,85.09
3992,146,20,22-10-2024,IMPRESSIONS,VIEWED,22.19
3993,276,20,16-08-2024,IMPRESSIONS,VIEWED,33.03
3994,235,1,19-03-2024,CLICK,CLICKED,61.59
3995,43,3,27-01-2023,CHECKOUT,PURCHASED,248.6
3996,134,15,16-04-2023,IMPRESSIONS,VIEWED,21.75
3997,167,1,30-10-2024,IMPRESSIONS,VIEWED,32.45
3998,197,16,09-11-2024,IMPRESSIONS,VIEWED,16.36
3999,107,12,17-09-2024,CHECKOUT,ABANDONED,
4000,295,17,02-12-2023,IMPRESSIONS,VIEWED,35.38
4001,9,11,23-02-2024,IMPRESSIONS,VIEWED,18.73
4002,24,5,30-12-2024,CART,ADDED TO CART,138.15
4003,288,14,15-03-2023,CLICK,CLICKED,75.12
4004,64,10,04-02-2023,CART,ADDED TO CART,36.68
4005,124,18,28-11-2023,CHECKOUT,ABANDONED,
4006,220,6,21-01-2024,CHECKOUT,ABANDONED,
4007,264,3,06-10-2024,IMPRESSIONS,VIEWED,27.92
4008,209,18,23-02-2023,CLICK,CLICKED,53.41
4009,114,1,28-03-2023,IMPRESSIONS,VIEWED,22.57
4010,296,13,07-09-2024,IMPRESSIONS,VIEWED,35.36
4011,258,12,31-05-2023,DROP-OFF,ABANDONED,
4012,251,15,25-12-2023,CLICK,CLICKED,81.87
4013,199,11,29-02-2024,IMPRESSIONS,VIEWED,13.63
4014,156,10,05-08-2023,CLICK,CLICKED,53.15
4015,194,8,27-08-2023,IMPRESSIONS,VIEWED,12.85
4016,190,15,26-11-2024,IMPRESSIONS,VIEWED,22.94
4017,113,4,02-04-2024,IMPRESSIONS,VIEWED,23.46
4018,220,6,22-11-2024,IMPRESSIONS,VIEWED,14.8
4019,201,15,05-07-2024,IMPRESSIONS,VIEWED,37.55
4020,136,16,19-01-2024,CLICK,CLICKED,85.57
4021,258,11,22-05-2023,CLICK,CLICKED,71.24
4022,130,1,03-09-2023,CLICK,CLICKED,56.82
4023,145,1,29-09-2023,CHECKOUT,ABANDONED,
4024,246,14,23-04-2024,IMPRESSIONS,VIEWED,19.03
4025,153,3,19-03-2023,IMPRESSIONS,VIEWED,31.07
4026,107,2,28-09-2024,CLICK,CLICKED,57.82
4027,143,2,23-02-2024,IMPRESSIONS,VIEWED,14.69
4028,149,9,18-12-2023,IMPRESSIONS,VIEWED,19.62
4029,176,6,25-07-2023,CHECKOUT,ABANDONED,
4030,211,14,02-02-2023,CLICK,CLICKED,34.52
4031,15,19,22-03-2023,IMPRESSIONS,VIEWED,28.4
4032,186,14,21-03-2023,IMPRESSIONS,VIEWED,44.74
4033,45,18,15-04-2023,CLICK,CLICKED,71.17
4034,230,9,16-02-2024,IMPRESSIONS,VIEWED,23.82
4035,218,3,06-06-2024,CLICK,CLICKED,65.17
4036,144,15,20-08-2024,IMPRESSIONS,VIEWED,33.33
4037,9,12,30-12-2024,IMPRESSIONS,VIEWED,44.12
4038,192,1,23-06-2024,CLICK,CLICKED,68.87
4039,120,8,04-01-2023,CART,ADDED TO CART,89.57
4040,147,1,20-11-2023,IMPRESSIONS,VIEWED,29.93
4041,217,6,09-06-2023,IMPRESSIONS,VIEWED,7.69
4042,46,18,02-02-2024,IMPRESSIONS,VIEWED,17.3
4043,125,7,19-07-2024,CLICK,CLICKED,49.03
4044,257,11,21-06-2023,IMPRESSIONS,VIEWED,38.1
4045,2,7,02-12-2023,CLICK,CLICKED,16.25
4046,86,8,31-05-2024,CLICK,CLICKED,89.41
4047,276,14,28-02-2024,IMPRESSIONS,VIEWED,17.1
4048,105,3,28-07-2023,CHECKOUT,ABANDONED,
4049,259,7,09-01-2023,IMPRESSIONS,VIEWED,15.7
4050,215,11,01-07-2024,CART,ADDED TO CART,55.2
4051,270,18,09-01-2024,CLICK,CLICKED,56.28
4052,168,11,29-09-2024,CART,ADDED TO CART,127.06
4053,268,10,23-12-2024,CHECKOUT,ABANDONED,
4054,88,18,20-01-2024,IMPRESSIONS,VIEWED,23.43
4055,92,7,04-07-2024,IMPRESSIONS,VIEWED,17.44
4056,293,3,14-07-2024,CHECKOUT,ABANDONED,
4057,29,7,29-06-2024,IMPRESSIONS,VIEWED,12.56
4058,66,20,27-06-2023,IMPRESSIONS,VIEWED,32.57
4059,190,19,19-04-2024,CART,ADDED TO CART,147.37
4060,27,19,15-04-2023,IMPRESSIONS,VIEWED,23.89
4061,99,10,03-04-2023,CHECKOUT,PURCHASED,229.55
4062,46,7,13-09-2023,IMPRESSIONS,VIEWED,12.83
4063,28,3,25-11-2023,IMPRESSIONS,VIEWED,37.34
4064,152,1,05-04-2024,IMPRESSIONS,VIEWED,40.75
4065,209,12,20-09-2024,CLICK,CLICKED,49.25
4066,222,8,09-11-2023,IMPRESSIONS,VIEWED,36.32
4067,95,20,28-08-2024,IMPRESSIONS,VIEWED,18.65
4068,29,14,11-11-2023,CLICK,CLICKED,46.45
4069,54,13,18-10-2024,IMPRESSIONS,VIEWED,7.35
4070,270,5,13-06-2023,CLICK,CLICKED,45.34
4071,73,14,30-05-2024,CHECKOUT,ABANDONED,
4072,43,16,31-12-2023,CHECKOUT,ABANDONED,
4073,88,13,25-09-2024,CLICK,CLICKED,17.29
4074,100,9,23-05-2024,CLICK,CLICKED,15.83
4075,292,8,23-05-2023,CLICK,CLICKED,24.71
4076,68,18,04-10-2024,CLICK,CLICKED,25.93
4077,24,15,01-10-2023,CLICK,CLICKED,34.06
4078,98,18,19-04-2024,CHECKOUT,ABANDONED,
4079,180,3,30-10-2023,IMPRESSIONS,VIEWED,32.08
4080,263,1,24-12-2024,DROP-OFF,ABANDONED,
4081,265,13,17-01-2023,CART,ADDED TO CART,64.56
4082,15,6,06-07-2023,IMPRESSIONS,VIEWED,38.89
4083,245,9,06-04-2024,CHECKOUT,PURCHASED,221.61
4084,175,2,16-08-2024,IMPRESSIONS,VIEWED,22.43
4085,133,7,06-02-2023,IMPRESSIONS,VIEWED,30.08
4086,182,14,18-05-2023,IMPRESSIONS,VIEWED,34.12
4087,196,12,11-03-2024,CLICK,CLICKED,30.45
4088,27,14,24-10-2024,IMPRESSIONS,VIEWED,40.39
4089,51,7,23-07-2024,IMPRESSIONS,VIEWED,38.23
4090,142,15,23-03-2023,CART,ADDED TO CART,55.72
4091,9,7,04-12-2023,IMPRESSIONS,VIEWED,34.19
4092,287,6,06-08-2024,IMPRESSIONS,VIEWED,15.38
4093,289,2,06-01-2024,IMPRESSIONS,VIEWED,27.43
4094,184,3,23-02-2024,CLICK,CLICKED,69.65
4095,65,13,20-05-2024,IMPRESSIONS,VIEWED,37.59
4096,271,14,06-12-2023,IMPRESSIONS,VIEWED,19.7
4097,274,6,12-06-2023,CLICK,CLICKED,72.01
4098,57,17,12-08-2023,IMPRESSIONS,VIEWED,6.67
4099,262,17,18-12-2023,IMPRESSIONS,VIEWED,24.4
4100,210,16,29-05-2024,IMPRESSIONS,VIEWED,17.96
4101,283,8,06-05-2024,CHECKOUT,PURCHASED,191.51
4102,295,16,09-12-2023,IMPRESSIONS,VIEWED,30.45
4103,42,16,27-11-2023,DROP-OFF,ABANDONED,
4104,169,20,05-10-2024,IMPRESSIONS,VIEWED,26.5
4105,235,9,31-03-2023,CHECKOUT,PURCHASED,224.97
4106,150,17,31-01-2024,CLICK,CLICKED,48.28
4107,62,4,23-09-2024,CLICK,CLICKED,40.1
4108,138,20,21-02-2024,IMPRESSIONS,VIEWED,35.7
4109,224,10,25-04-2023,CLICK,CLICKED,32.82
4110,5,2,02-08-2024,CHECKOUT,PURCHASED,232.78
4111,95,2,23-04-2023,IMPRESSIONS,VIEWED,8.43
4112,168,19,01-05-2024,CLICK,CLICKED,84.15
4113,75,5,20-06-2024,IMPRESSIONS,VIEWED,35.89
4114,86,16,26-01-2024,IMPRESSIONS,VIEWED,22.44
4115,26,3,10-10-2024,CHECKOUT,ABANDONED,
4116,141,1,28-07-2023,IMPRESSIONS,VIEWED,7.88
4117,171,8,25-03-2024,CART,ADDED TO CART,125.35
4118,270,13,14-02-2024,CHECKOUT,PURCHASED,71.6
4119,178,11,25-09-2023,IMPRESSIONS,VIEWED,14.8
4120,79,13,11-02-2023,CLICK,CLICKED,79.18
4121,207,5,22-05-2024,IMPRESSIONS,VIEWED,20.8
4122,154,20,10-08-2024,IMPRESSIONS,VIEWED,21.35
4123,79,17,09-01-2024,CART,ADDED TO CART,147.73
4124,183,11,26-10-2024,CART,ADDED TO CART,96.85
4125,11,16,09-04-2024,IMPRESSIONS,VIEWED,8.57
4126,82,13,06-07-2023,IMPRESSIONS,VIEWED,20.91
4127,263,9,23-10-2023,CART,ADDED TO CART,83.5
4128,12,16,18-12-2023,IMPRESSIONS,VIEWED,23.24
4129,192,12,12-03-2023,IMPRESSIONS,VIEWED,8.84
4130,158,20,19-06-2023,IMPRESSIONS,VIEWED,41.71
4131,278,6,16-06-2024,CART,ADDED TO CART,92.08
4132,173,19,02-05-2024,IMPRESSIONS,VIEWED,19.02
4133,164,19,07-02-2023,CLICK,CLICKED,37.72
4134,135,7,15-10-2024,CART,ADDED TO CART,148.08
4135,222,18,27-04-2024,CLICK,CLICKED,79.49
4136,289,6,25-05-2023,CART,ADDED TO CART,122.12
4137,28,16,19-02-2024,DROP-OFF,ABANDONED,
4138,124,10,26-04-2023,IMPRESSIONS,VIEWED,23.66
4139,27,2,23-04-2023,IMPRESSIONS,VIEWED,23.49
4140,118,10,21-09-2024,CHECKOUT,PURCHASED,214.12
4141,135,18,10-05-2024,IMPRESSIONS,VIEWED,23.73
4142,257,11,15-02-2024,IMPRESSIONS,VIEWED,15.81
4143,250,10,08-04-2023,IMPRESSIONS,VIEWED,23.7
4144,161,5,01-09-2023,DROP-OFF,ABANDONED,
4145,188,12,24-12-2023,CLICK,CLICKED,71.01
4146,155,16,06-01-2024,CHECKOUT,ABANDONED,
4147,210,13,15-02-2023,IMPRESSIONS,VIEWED,36.07
4148,211,6,02-09-2023,IMPRESSIONS,VIEWED,5.08
4149,10,15,15-04-2023,IMPRESSIONS,VIEWED,15.18
4150,253,19,15-05-2024,CART,ADDED TO CART,146.9
4151,64,18,24-12-2023,CLICK,CLICKED,53.87
4152,111,16,18-10-2023,IMPRESSIONS,VIEWED,9.91
4153,14,7,15-09-2024,CART,ADDED TO CART,32.32
4154,236,12,22-09-2024,CLICK,CLICKED,47.87
4155,19,13,16-04-2024,CLICK,CLICKED,51.67
4156,222,20,02-07-2023,CHECKOUT,ABANDONED,
4157,161,4,12-02-2024,CHECKOUT,ABANDONED,
4158,57,12,15-08-2024,CART,ADDED TO CART,109.75
4159,300,14,31-03-2024,IMPRESSIONS,VIEWED,44.93
4160,220,16,03-09-2023,IMPRESSIONS,VIEWED,6.82
4161,30,15,12-05-2023,IMPRESSIONS,VIEWED,36.16
4162,110,8,20-12-2023,CART,ADDED TO CART,103.45
4163,39,9,14-07-2023,IMPRESSIONS,VIEWED,11.6
4164,159,20,21-08-2023,IMPRESSIONS,VIEWED,24.19
4165,291,14,28-03-2024,CART,ADDED TO CART,144.08
4166,138,17,23-01-2023,IMPRESSIONS,VIEWED,41.57
4167,117,12,05-10-2024,IMPRESSIONS,VIEWED,20.59
4168,13,17,28-06-2023,CHECKOUT,PURCHASED,91.28
4169,213,8,27-04-2024,CART,ADDED TO CART,114.91
4170,35,5,02-06-2024,DROP-OFF,ABANDONED,
4171,200,14,20-08-2024,IMPRESSIONS,VIEWED,43.28
4172,86,3,28-09-2023,CLICK,CLICKED,80.01
4173,194,3,21-04-2023,CLICK,CLICKED,75.75
4174,157,13,23-11-2023,CLICK,CLICKED,43.32
4175,191,7,05-07-2023,IMPRESSIONS,VIEWED,16.46
4176,40,4,17-06-2024,IMPRESSIONS,VIEWED,13.55
4177,231,7,07-06-2024,CHECKOUT,PURCHASED,81.82
4178,106,18,25-10-2024,CLICK,CLICKED,48.34
4179,220,17,05-11-2023,CART,ADDED TO CART,133.43
4180,42,9,27-01-2024,CLICK,CLICKED,85.96
4181,134,17,07-09-2023,IMPRESSIONS,VIEWED,43.99
4182,50,4,09-07-2023,IMPRESSIONS,VIEWED,5.46
4183,1,17,08-05-2024,CHECKOUT,ABANDONED,
4184,150,15,09-05-2024,IMPRESSIONS,VIEWED,31.46
4185,248,14,22-04-2023,CHECKOUT,PURCHASED,242.75
4186,194,5,10-09-2024,IMPRESSIONS,VIEWED,31.17
4187,34,14,09-07-2023,CHECKOUT,PURCHASED,82.56
4188,145,18,20-06-2024,CART,ADDED TO CART,97.31
4189,154,4,28-05-2024,IMPRESSIONS,VIEWED,14.05
4190,83,13,01-11-2023,CLICK,CLICKED,61.11
4191,240,10,22-04-2023,CLICK,CLICKED,17.78
4192,119,20,29-11-2024,IMPRESSIONS,VIEWED,43.61
4193,250,1,23-08-2023,IMPRESSIONS,VIEWED,33.21
4194,231,2,07-05-2023,CLICK,CLICKED,29.09
4195,279,5,16-08-2024,IMPRESSIONS,VIEWED,16.09
4196,61,11,10-09-2023,IMPRESSIONS,VIEWED,34.15
4197,175,6,16-02-2024,CART,ADDED TO CART,50.91
4198,217,19,26-01-2023,CLICK,CLICKED,74.45
4199,264,1,25-05-2023,DROP-OFF,ABANDONED,
4200,119,7,12-01-2024,CLICK,CLICKED,66.18
4201,43,1,23-02-2024,IMPRESSIONS,VIEWED,39.05
4202,246,10,13-12-2023,CHECKOUT,ABANDONED,
4203,294,7,07-12-2024,CLICK,CLICKED,80.71
4204,42,10,18-02-2023,CHECKOUT,ABANDONED,
4205,78,18,08-09-2023,IMPRESSIONS,VIEWED,25.53
4206,299,16,02-08-2024,CLICK,CLICKED,75.6
4207,233,4,19-05-2024,CHECKOUT,ABANDONED,
4208,249,1,16-07-2023,IMPRESSIONS,VIEWED,41.3
4209,294,10,17-03-2023,IMPRESSIONS,VIEWED,18.2
4210,201,9,07-07-2024,CART,ADDED TO CART,55.06
4211,230,13,26-07-2024,IMPRESSIONS,VIEWED,23.3
4212,224,2,10-01-2023,IMPRESSIONS,VIEWED,17.98
4213,233,8,23-03-2023,CLICK,CLICKED,18.35
4214,116,6,28-09-2023,CLICK,CLICKED,40.0
4215,256,9,15-12-2023,IMPRESSIONS,VIEWED,26.71
4216,274,2,23-08-2024,IMPRESSIONS,VIEWED,38.75
4217,278,3,19-12-2023,IMPRESSIONS,VIEWED,11.49
4218,27,15,31-08-2024,CART,ADDED TO CART,128.12
4219,154,16,28-02-2024,CART,ADDED TO CART,42.9
4220,248,19,29-04-2024,IMPRESSIONS,VIEWED,16.6
4221,180,14,16-12-2023,CLICK,CLICKED,27.48
4222,296,7,31-10-2023,CLICK,CLICKED,71.87
4223,297,1,15-09-2024,CLICK,CLICKED,70.62
4224,6,14,24-01-2024,CART,ADDED TO CART,140.66
4225,209,3,12-08-2023,CLICK,CLICKED,17.53
4226,227,15,12-04-2024,IMPRESSIONS,VIEWED,6.64
4227,106,19,01-08-2024,CHECKOUT,ABANDONED,
4228,74,13,17-08-2023,CLICK,CLICKED,20.23
4229,44,2,24-03-2024,CART,ADDED TO CART,44.78
4230,284,20,05-03-2024,IMPRESSIONS,VIEWED,26.59
4231,86,10,26-07-2023,IMPRESSIONS,VIEWED,7.08
4232,74,7,23-09-2024,CLICK,CLICKED,35.99
4233,12,13,26-12-2024,CHECKOUT,ABANDONED,
4234,290,9,25-12-2024,IMPRESSIONS,VIEWED,29.48
4235,67,7,16-12-2023,IMPRESSIONS,VIEWED,36.14
4236,157,3,20-05-2023,CLICK,CLICKED,68.66
4237,25,2,27-01-2024,CHECKOUT,ABANDONED,
4238,130,17,23-07-2024,IMPRESSIONS,VIEWED,14.82
4239,60,19,08-10-2024,CART,ADDED TO CART,60.71
4240,186,12,15-11-2023,DROP-OFF,ABANDONED,
4241,4,11,11-09-2023,CHECKOUT,PURCHASED,238.83
4242,155,5,09-01-2024,IMPRESSIONS,VIEWED,27.29
4243,218,18,26-06-2024,CLICK,CLICKED,17.06
4244,93,2,23-08-2023,CART,ADDED TO CART,50.25
4245,128,3,07-05-2024,IMPRESSIONS,VIEWED,27.41
4246,213,7,29-08-2024,CART,ADDED TO CART,94.79
4247,242,19,21-06-2024,CART,ADDED TO CART,140.36
4248,266,16,27-07-2023,CART,ADDED TO CART,60.19
4249,81,10,04-08-2024,IMPRESSIONS,VIEWED,28.05
4250,58,16,13-11-2024,CLICK,CLICKED,23.61
4251,5,8,19-07-2023,CART,ADDED TO CART,86.52
4252,10,11,22-03-2023,CLICK,CLICKED,38.42
4253,41,5,22-01-2023,IMPRESSIONS,VIEWED,8.29
4254,251,12,01-11-2023,IMPRESSIONS,VIEWED,20.93
4255,272,16,26-09-2024,IMPRESSIONS,VIEWED,39.74
4256,138,13,01-03-2024,IMPRESSIONS,VIEWED,31.01
4257,10,4,31-12-2023,IMPRESSIONS,VIEWED,16.03
4258,27,8,12-02-2024,IMPRESSIONS,VIEWED,34.4
4259,97,7,14-01-2023,CLICK,CLICKED,25.63
4260,122,18,10-08-2023,IMPRESSIONS,VIEWED,6.96
4261,46,9,10-12-2023,IMPRESSIONS,VIEWED,10.38
4262,249,3,02-10-2023,CART,ADDED TO CART,90.02
4263,52,20,11-10-2024,CLICK,CLICKED,18.32
4264,55,19,18-03-2024,CLICK,CLICKED,17.08
4265,67,12,17-03-2023,CLICK,CLICKED,78.63
4266,80,18,28-12-2023,IMPRESSIONS,VIEWED,43.78
4267,231,1,03-10-2023,CLICK,CLICKED,58.91
4268,259,6,30-08-2024,CHECKOUT,ABANDONED,
4269,275,12,27-11-2023,CART,ADDED TO CART,81.52
4270,109,20,23-10-2024,IMPRESSIONS,VIEWED,43.94
4271,239,11,15-04-2024,IMPRESSIONS,VIEWED,41.59
4272,154,18,23-04-2024,CART,ADDED TO CART,49.01
4273,67,12,07-09-2024,IMPRESSIONS,VIEWED,12.11
4274,295,16,05-04-2024,IMPRESSIONS,VIEWED,24.2
4275,133,10,15-07-2023,CLICK,CLICKED,79.49
4276,237,17,22-05-2024,IMPRESSIONS,VIEWED,24.06
4277,173,13,29-12-2024,CHECKOUT,ABANDONED,
4278,266,2,10-06-2023,CLICK,CLICKED,35.27
4279,274,1,18-10-2024,IMPRESSIONS,VIEWED,28.25
4280,215,2,03-10-2024,IMPRESSIONS,VIEWED,5.38
4281,34,14,16-12-2024,IMPRESSIONS,VIEWED,21.61
4282,148,6,20-02-2024,IMPRESSIONS,VIEWED,19.64
4283,79,2,15-08-2023,IMPRESSIONS,VIEWED,28.82
4284,44,9,06-10-2024,CHECKOUT,PURCHASED,218.09
4285,76,15,05-09-2023,IMPRESSIONS,VIEWED,12.37
4286,94,13,15-11-2023,CHECKOUT,ABANDONED,
4287,252,11,07-03-2024,CLICK,CLICKED,62.56
4288,268,9,09-05-2023,CHECKOUT,ABANDONED,
4289,112,11,17-09-2024,CLICK,CLICKED,75.08
4290,84,6,12-08-2024,CLICK,CLICKED,61.23
4291,213,16,03-05-2024,CART,ADDED TO CART,147.95
4292,128,20,21-01-2023,CART,ADDED TO CART,81.75
4293,84,10,21-04-2024,CART,ADDED TO CART,78.32
4294,6,2,27-07-2023,IMPRESSIONS,VIEWED,33.13
4295,29,14,04-11-2023,CART,ADDED TO CART,38.11
4296,160,10,30-05-2023,CLICK,CLICKED,78.15
4297,167,11,24-09-2023,CLICK,CLICKED,28.2
4298,128,4,15-02-2024,CLICK,CLICKED,70.1
4299,227,12,02-10-2023,CHECKOUT,ABANDONED,
4300,101,10,25-08-2023,CLICK,CLICKED,35.79
4301,109,19,07-07-2023,CART,ADDED TO CART,50.94
4302,241,18,11-12-2024,IMPRESSIONS,VIEWED,14.92
4303,262,4,15-08-2023,IMPRESSIONS,VIEWED,16.09
4304,128,7,21-02-2023,IMPRESSIONS,VIEWED,17.41
4305,92,5,28-10-2023,CART,ADDED TO CART,32.6
4306,292,18,19-01-2024,IMPRESSIONS,VIEWED,7.2
